�,date,city,home_team,away_team,home_ft,away_ft,tournament
"1974-11-20,""London, England"",England,Portugal,0,0,UEFA Euro qualification"
"1974-11-20,""Swansea, Wales"",Wales,Luxembourg,5,0,UEFA Euro qualification"
"1974-11-20,""Glasgow, Scotland"",Scotland,Spain,1,2,UEFA Euro qualification"
"1974-11-20,""Rotterdam, Netherlands"",Netherlands,Italy,3,1,UEFA Euro qualification"
"1974-11-20,""Piraeus, Greece"",Greece,Germany,2,2,UEFA Euro qualification"
"1974-11-20,""Buenos Aires, Argentina"",Argentina,Chile,1,1,Copa Carlos Dittborn"
"1974-11-22,""Tripoli, Libya"",Libya,Tunisia,1,0,African Cup of Nations qualification"
"1974-12-01,""Izmir, Turkey"",Turkey,Switzerland,2,1,UEFA Euro qualification"
"1974-12-04,""Szolnok, Hungary"",Hungary,Switzerland,1,0,Friendly"
"1974-12-04,""Jaffa, Israel"",Israel,Romania,0,1,Friendly"
"1974-12-10,""Bangkok, Thailand"",Laos,Singapore,0,2,King's Cup"
"1974-12-10,""Bangkok, Thailand"",Thailand,Malaysia,0,2,King's Cup"
"1974-12-12,""Bangkok, Thailand"",Thailand,Laos,6,1,King's Cup"
"1974-12-12,""Bangkok, Thailand"",Malaysia,Singapore,0,0,King's Cup"
"1974-12-14,""Bangkok, Thailand"",Thailand,Singapore,2,1,King's Cup"
"1974-12-16,""Bangkok, Thailand"",Thailand,Malaysia,4,1,King's Cup"
"1974-12-18,""Piraeus, Greece"",Greece,Bulgaria,2,1,UEFA Euro qualification"
"1974-12-18,""Bangkok, Thailand"",Thailand,Cambodia,1,0,King's Cup"
"1974-12-22,""Gżira, Malta"",Malta,Germany,0,1,UEFA Euro qualification"
"1974-12-22,""Santiago, Chile"",Chile,Paraguay,1,0,Friendly"
"1974-12-29,""Genoa, Italy"",Italy,Bulgaria,0,0,Friendly"
"1975-01-05,""Havana, Cuba"",Cuba,Canada,4,0,Friendly"
"1975-02-05,""Valencia, Spain"",Spain,Scotland,1,1,UEFA Euro qualification"
"1975-02-23,""Gżira, Malta"",Malta,Greece,2,0,UEFA Euro qualification"
"1975-03-12,""London, England"",England,Germany,2,0,Friendly"
"1975-03-15,""Bangkok, Thailand"",Thailand,Indonesia,3,1,AFC Asian Cup qualification"
"1975-03-16,""Luxembourg, Luxembourg"",Luxembourg,Austria,1,2,UEFA Euro qualification"
"1975-03-18,""Bangkok, Thailand"",Thailand,Malaysia,0,1,AFC Asian Cup qualification"
"1975-03-19,""Istanbul, Turkey"",Turkey,Romania,1,1,Friendly"
"1975-03-20,""Bangkok, Thailand"",Malaysia,Indonesia,0,0,AFC Asian Cup qualification"
"1975-03-26,""Paris, France"",France,Hungary,2,0,Friendly"
"1975-04-01,""Nicosia, Cyprus"",Cyprus,Greece,1,2,Friendly"
"1975-04-02,""Baghdad, Iraq"",Iraq,Qatar,1,0,AFC Asian Cup qualification"
"1975-04-02,""Baghdad, Iraq"",Saudi Arabia,Afghanistan,2,0,AFC Asian Cup qualification"
"1975-04-02,""Vienna, Austria"",Austria,Hungary,0,0,UEFA Euro qualification"
"1975-04-04,""Baghdad, Iraq"",Iraq,Afghanistan,4,0,AFC Asian Cup qualification"
"1975-04-04,""Baghdad, Iraq"",Saudi Arabia,Qatar,2,1,AFC Asian Cup qualification"
"1975-04-06,""Baghdad, Iraq"",Iraq,Saudi Arabia,1,1,AFC Asian Cup qualification"
"1975-04-06,""Baghdad, Iraq"",Qatar,Afghanistan,2,1,AFC Asian Cup qualification"
"1975-04-06,""Oran, Algeria"",Algeria,Tunisia,1,2,African Cup of Nations qualification"
"1975-04-10,""Baghdad, Iraq"",Iraq,Qatar,3,0,AFC Asian Cup qualification"
"1975-04-10,""Baghdad, Iraq"",Saudi Arabia,Afghanistan,6,0,AFC Asian Cup qualification"
"1975-04-12,""Baghdad, Iraq"",Iraq,Saudi Arabia,2,1,AFC Asian Cup qualification"
"1975-04-12,""Baghdad, Iraq"",Qatar,Afghanistan,1,1,AFC Asian Cup qualification"
"1975-04-14,""Baghdad, Iraq"",Iraq,Afghanistan,3,1,AFC Asian Cup qualification"
"1975-04-14,""Baghdad, Iraq"",Saudi Arabia,Qatar,0,1,AFC Asian Cup qualification"
"1975-04-16,""London, England"",England,Cyprus,5,0,UEFA Euro qualification"
"1975-04-16,""Budapest, Hungary"",Hungary,Wales,1,2,UEFA Euro qualification"
"1975-04-16,""Gothenburg, Sweden"",Sweden,Scotland,1,1,Friendly"
"1975-04-16,""Belfast, Northern Ireland"",Northern Ireland,Yugoslavia,1,0,UEFA Euro qualification"
"1975-04-17,""Madrid, Spain"",Spain,Romania,1,1,UEFA Euro qualification"
"1975-04-19,""Rome, Italy"",Italy,Poland,0,0,UEFA Euro qualification"
"1975-04-26,""Colombes, France"",France,Portugal,0,2,Friendly"
"1975-04-27,""Sofia, Bulgaria"",Bulgaria,Germany,1,1,UEFA Euro qualification"
"1975-04-30,""Basel, Switzerland"",Switzerland,Turkey,1,1,UEFA Euro qualification"
"1975-04-30,""Antwerp, Belgium"",Belgium,Netherlands,1,0,Friendly"
"1975-05-01,""Luxembourg, Luxembourg"",Luxembourg,Wales,1,3,UEFA Euro qualification"
"1975-05-11,""Limassol, Cyprus"",Cyprus,England,0,1,UEFA Euro qualification"
"1975-05-11,""Bucharest, Romania"",Romania,Denmark,6,1,UEFA Euro qualification"
"1975-05-13,""Glasgow, Scotland"",Scotland,Portugal,1,0,Friendly"
"1975-05-17,""Frankfurt am Main, Germany FR"",Germany,Netherlands,1,1,Friendly"
"1975-05-17,""Belfast, Northern Ireland"",Northern Ireland,England,0,0,British Championship"
"1975-05-17,""Cardiff, Wales"",Wales,Scotland,2,2,British Championship"
"1975-05-19,""Halmstad, Sweden"",Sweden,Algeria,4,0,Friendly"
"1975-05-20,""Glasgow, Scotland"",Scotland,Northern Ireland,3,0,British Championship"
"1975-05-21,""London, England"",England,Wales,2,2,British Championship"
"1975-05-23,""Belfast, Northern Ireland"",Northern Ireland,Wales,1,0,British Championship"
"1975-05-24,""London, England"",England,Scotland,5,1,British Championship"
"1975-05-25,""Reykjavík, Iceland"",Iceland,France,0,0,UEFA Euro qualification"
"1975-06-01,""Bucharest, Romania"",Romania,Scotland,1,1,UEFA Euro qualification"
"1975-06-04,""Solna, Sweden"",Sweden,Yugoslavia,1,2,UEFA Euro qualification"
"1975-06-04,""Salonica, Greece"",Greece,Malta,4,0,UEFA Euro qualification"
"1975-06-04,""Montevideo, Uruguay"",Uruguay,Chile,1,0,Copa Juan Pinto Durán"
"1975-06-05,""Helsinki, Finland"",Finland,Italy,0,1,UEFA Euro qualification"
"1975-06-08,""Limassol, Cyprus"",Cyprus,Portugal,0,2,UEFA Euro qualification"
"1975-06-09,""Oslo, Norway"",Norway,Yugoslavia,1,3,UEFA Euro qualification"
"1975-06-11,""Sofia, Bulgaria"",Bulgaria,Malta,5,0,UEFA Euro qualification"
"1975-06-12,""Asunción, Paraguay"",Paraguay,Uruguay,0,1,Copa Artigas"
"1975-06-12,""Jakarta, Indonesia"",Indonesia,Thailand,5,0,Indonesia Tournament"
"1975-06-13,""Jakarta, Indonesia"",Malaysia,Thailand,1,0,Indonesia Tournament"
"1975-06-14,""Jakarta, Indonesia"",Indonesia,Malaysia,3,1,Indonesia Tournament"
"1975-06-19,""Montevideo, Uruguay"",Uruguay,Paraguay,0,1,Copa Artigas"
"1975-06-22,""Quito, Ecuador"",Ecuador,Peru,6,0,Friendly"
"1975-06-23,""Reykjavík, Iceland"",Iceland,Faroe Islands,6,0,Friendly"
"1975-06-25,""Copenhagen, Denmark"",Denmark,Finland,2,0,Nordic Championship"
"1975-06-25,""Guayaquil, Ecuador"",Ecuador,Peru,1,0,Friendly"
"1975-06-25,""Santiago, Chile"",Chile,Uruguay,1,3,Copa Juan Pinto Durán"
"1975-06-27,""Cochabamba, Bolivia"",Bolivia,Argentina,1,2,Friendly"
"1975-06-30,""Solna, Sweden"",Sweden,Norway,3,1,UEFA Euro qualification"
"1975-07-01,""Lima, Peru"",Peru,Ecuador,2,0,Friendly"
"1975-07-06,""Montréal, Canada"",Canada,Poland,1,8,Friendly"
"1975-07-06,""Tunis, Tunisia"",Tunisia,Sudan,3,2,African Cup of Nations qualification"
"1975-07-07,""Cochabamba, Bolivia"",Bolivia,Paraguay,1,2,Friendly"
"1975-07-09,""Toronto, Canada"",Canada,Poland,1,4,Friendly"
"1975-07-09,""Cochabamba, Bolivia"",Bolivia,Ecuador,1,0,Friendly"
"1975-07-10,""Lima, Peru"",Peru,Paraguay,2,0,Friendly"
"1975-07-17,""Santiago, Chile"",Chile,Peru,1,1,Copa América"
"1975-07-18,""Montevideo, Uruguay"",Uruguay,Argentina,2,3,Copa Newton"
"1975-07-20,""Oruro, Bolivia"",Bolivia,Chile,2,1,Copa América"
"1975-07-24,""Guayaquil, Ecuador"",Ecuador,Paraguay,2,2,Copa América"
"1975-07-27,""Quito, Ecuador"",Ecuador,Colombia,1,3,Copa América"
"1975-07-30,""Asunción, Paraguay"",Paraguay,Colombia,0,1,Copa América"
"1975-07-31,""Caracas, Venezuela"",Venezuela,Brazil,0,4,Copa América"
"1975-08-03,""Caracas, Venezuela"",Venezuela,Argentina,1,5,Copa América"
"1975-08-06,""Belo Horizonte, Brazil"",Brazil,Argentina,2,1,Copa América"
"1975-08-07,""Lima, Peru"",Peru,Bolivia,3,1,Copa América"
"1975-08-07,""Bogotá, Colombia"",Colombia,Ecuador,2,0,Copa América"
"1975-08-10,""Rosario, Argentina"",Argentina,Venezuela,11,0,Copa América"
"1975-08-10,""Asunción, Paraguay"",Paraguay,Ecuador,3,1,Copa América"
"1975-08-10,""Teheran, Iran"",Iran,Hungary,1,2,Friendly"
"1975-08-13,""Oslo, Norway"",Norway,Sweden,0,2,UEFA Euro qualification"
"1975-08-13,""Belo Horizonte, Brazil"",Brazil,Venezuela,6,0,Copa América"
"1975-08-13,""Santiago, Chile"",Chile,Bolivia,4,0,Copa América"
"1975-08-16,""Rosario, Argentina"",Argentina,Brazil,0,1,Copa América"
"1975-08-17,""Mexico City, Mexico"",Mexico,Costa Rica,7,0,Friendly"
"1975-08-20,""Lima, Peru"",Peru,Chile,3,1,Copa América"
"1975-08-31,""Mexico City, Mexico"",Mexico,Argentina,1,1,Friendly"
"1975-09-03,""Belfast, Northern Ireland"",Northern Ireland,Sweden,1,2,UEFA Euro qualification"
"1975-09-03,""Copenhagen, Denmark"",Denmark,Scotland,0,1,UEFA Euro qualification"
"1975-09-03,""Nijmegen, Netherlands"",Netherlands,Finland,4,1,UEFA Euro qualification"
"1975-09-03,""Nantes, France"",France,Iceland,3,0,UEFA Euro qualification"
"1975-09-03,""Vienna, Austria"",Austria,Germany,0,2,Friendly"
"1975-09-03,""Basel, Switzerland"",Switzerland,England,1,2,Friendly"
"1975-09-06,""Liège, Belgium"",Belgium,Iceland,1,0,UEFA Euro qualification"
"1975-09-10,""Chorzów, Poland"",Poland,Netherlands,4,1,UEFA Euro qualification"
"1975-09-21,""Bogotá, Colombia"",Colombia,Uruguay,3,0,Copa América"
"1975-09-24,""Budapest, Hungary"",Hungary,Austria,2,1,UEFA Euro qualification"
"1975-09-24,""Salonica, Greece"",Greece,Romania,1,1,Balkan Cup"
"1975-09-25,""Malmö, Sweden"",Sweden,Denmark,0,0,Nordic Championship"
"1975-09-27,""Rome, Italy"",Italy,Finland,0,0,UEFA Euro qualification"
"1975-09-30,""Belo Horizonte, Brazil"",Brazil,Peru,1,3,Copa América"
"1975-10-01,""Montevideo, Uruguay"",Uruguay,Colombia,1,0,Copa América"
"1975-10-04,""Lima, Peru"",Peru,Brazil,0,2,Copa América"
"1975-10-08,""Łódź, Poland"",Poland,Hungary,4,2,Friendly"
"1975-10-11,""Düsseldorf, Germany FR"",Germany,Greece,1,1,UEFA Euro qualification"
"1975-10-12,""Barcelona, Spain"",Spain,Denmark,2,0,UEFA Euro qualification"
"1975-10-12,""Bucharest, Romania"",Romania,Turkey,2,2,Friendly"
"1975-10-15,""Vienna, Austria"",Austria,Luxembourg,6,2,UEFA Euro qualification"
"1975-10-15,""Zagreb, Yugoslavia"",Yugoslavia,Sweden,3,0,UEFA Euro qualification"
"1975-10-15,""Amsterdam, Netherlands"",Netherlands,Poland,3,0,UEFA Euro qualification"
"1975-10-16,""Bogotá, Colombia"",Colombia,Peru,1,0,Copa América"
"1975-10-19,""Szombathely, Hungary"",Hungary,Luxembourg,8,1,UEFA Euro qualification"
"1975-10-20,""Jaffa, Israel"",Israel,Mexico,1,0,Friendly"
"1975-10-22,""Lima, Peru"",Peru,Colombia,2,0,Copa América"
"1975-10-26,""Warsaw, Poland"",Poland,Italy,0,0,UEFA Euro qualification"
"1975-10-29,""Belfast, Northern Ireland"",Northern Ireland,Norway,3,0,UEFA Euro qualification"
"1975-10-29,""Glasgow, Scotland"",Scotland,Denmark,3,1,UEFA Euro qualification"
"1975-10-31,""Lusaka, Zambia"",Zambia,Kenya,1,2,CECAFA Cup"
"1975-11-01,""Ndola, Zambia"",Malawi,Tanzania,3,1,CECAFA Cup"
"1975-11-02,""Lusaka, Zambia"",Zambia,Uganda,0,1,CECAFA Cup"
"1975-11-04,""Ndola, Zambia"",Kenya,Uganda,1,1,CECAFA Cup"
"1975-11-07,""Chingola, Zambia"",Malawi,Uganda,2,1,CECAFA Cup"
"1975-11-07,""Lusaka, Zambia"",Kenya,Tanzania,3,2,CECAFA Cup"
"1975-11-09,""Kallang, Singapore"",Singapore,New Zealand,2,2,Friendly"
"1975-11-15,""Paris, France"",France,Belgium,0,0,UEFA Euro qualification"
"1975-11-16,""Bucharest, Romania"",Romania,Spain,2,2,UEFA Euro qualification"
"1975-11-19,""Lisbon, Portugal"",Portugal,England,1,1,UEFA Euro qualification"
"1975-11-19,""Wrexham, Wales"",Wales,Austria,1,0,UEFA Euro qualification"
"1975-11-19,""Belgrade, Yugoslavia"",Yugoslavia,Northern Ireland,1,0,UEFA Euro qualification"
"1975-11-19,""Stuttgart, Germany FR"",Germany,Bulgaria,1,0,UEFA Euro qualification"
"1975-11-22,""Rome, Italy"",Italy,Netherlands,1,0,UEFA Euro qualification"
"1975-12-03,""Setúbal, Portugal"",Portugal,Cyprus,1,0,UEFA Euro qualification"
"1975-12-17,""Glasgow, Scotland"",Scotland,Romania,1,1,UEFA Euro qualification"
"1975-12-19,""Tunis, Tunisia"",Tunisia,United Arab Emirates,3,0,Friendly"
"1975-12-20,""Istanbul, Turkey"",Turkey,Germany,0,5,Friendly"
"1975-12-21,""Gżira, Malta"",Malta,Bulgaria,0,2,UEFA Euro qualification"
"1975-12-21,""Tunis, Tunisia"",Iraq,United Arab Emirates,5,0,Friendly"
"1975-12-21,""Bangkok, Thailand"",Malaysia,Singapore,0,0,King's Cup"
"1975-12-23,""Tunis, Tunisia"",Tunisia,Iraq,1,1,Friendly"
"1975-12-23,""Tunis, Tunisia"",Egypt,Saudi Arabia,2,1,Friendly"
"1975-12-26,""Tunis, Tunisia"",Iraq,Syria,4,0,Friendly"
"1975-12-26,""Tunis, Tunisia"",Egypt,Sudan,3,1,Friendly"
"1975-12-26,""Bangkok, Thailand"",Thailand,Singapore,0,1,King's Cup"
"1975-12-28,""Tunis, Tunisia"",Sudan,Syria,1,0,Friendly"
"1975-12-28,""Tunis, Tunisia"",Egypt,Iraq,1,0,Friendly"
"1975-12-29,""Bangkok, Thailand"",Thailand,Malaysia,1,0,King's Cup"
"1975-12-30,""Florence, Italy"",Italy,Greece,3,2,Friendly"
"1976-01-25,""Tokyo, Japan"",Japan,Bulgaria,1,3,Friendly"
"1976-01-28,""Osaka, Japan"",Japan,Bulgaria,1,1,Friendly"
"1976-02-01,""Tokyo, Japan"",Japan,Bulgaria,0,3,Friendly"
"1976-02-04,""Jaffa, Israel"",Israel,Denmark,0,1,Friendly"
"1976-02-08,""Baghdad, Iraq"",Iraq,Turkey,0,0,Friendly"
"1976-02-18,""Tunis, Tunisia"",Tunisia,Yugoslavia,2,1,Friendly"
"1976-02-24,""Algiers, Algeria"",Algeria,Yugoslavia,1,2,Friendly"
"1976-02-25,""Asunción, Paraguay"",Paraguay,Argentina,2,3,Copa Félix Bogado"
"1976-02-25,""Montevideo, Uruguay"",Uruguay,Brazil,1,2,Copa Rio Branco"
"1976-02-27,""Buenos Aires, Argentina"",Argentina,Brazil,1,2,Copa Roca"
"1976-02-28,""Dortmund, Germany FR"",Germany,Malta,8,0,UEFA Euro qualification"
"1976-02-28,""Tunis, Tunisia"",Tunisia,Sweden,1,1,Friendly"
"1976-02-29,""Auckland, New Zealand"",New Zealand,Australia,0,1,Friendly"
"1976-02-29,""Addis Abeba, Ethiopia"",Ethiopia,Uganda,2,0,African Cup of Nations"
"1976-02-29,""Addis Abeba, Ethiopia"",Egypt,Guinea,1,1,African Cup of Nations"
"1976-03-01,""Dire Dawa, Ethiopia"",Morocco,Sudan,2,2,African Cup of Nations"
"1976-03-02,""Algiers, Algeria"",Algeria,Sweden,0,2,Friendly"
"1976-03-03,""Jaffa, Israel"",Israel,Northern Ireland,1,1,Friendly"
"1976-03-03,""Addis Abeba, Ethiopia"",Egypt,Uganda,2,1,African Cup of Nations"
"1976-03-03,""Addis Abeba, Ethiopia"",Ethiopia,Guinea,1,2,African Cup of Nations"
"1976-03-04,""Dire Dawa, Ethiopia"",Nigeria,Sudan,1,0,African Cup of Nations"
"1976-03-05,""Addis Abeba, Ethiopia"",Guinea,Uganda,2,1,African Cup of Nations"
"1976-03-05,""Addis Abeba, Ethiopia"",Ethiopia,Egypt,1,1,African Cup of Nations"
"1976-03-06,""Dire Dawa, Ethiopia"",Morocco,Nigeria,3,1,African Cup of Nations"
"1976-03-07,""Freetown, Sierra Leone"",Sierra Leone,Niger,5,1,FIFA World Cup qualification"
"1976-03-09,""Addis Abeba, Ethiopia"",Guinea,Nigeria,1,1,African Cup of Nations"
"1976-03-10,""Montevideo, Uruguay"",Uruguay,Paraguay,2,2,Atlantic Cup"
"1976-03-10,""Gżira, Malta"",Malta,Libya,2,2,Friendly"
"1976-03-11,""Addis Abeba, Ethiopia"",Morocco,Nigeria,2,1,African Cup of Nations"
"1976-03-13,""Ouagadougou, Upper Volta"",Burkina Faso,Mauritania,1,1,FIFA World Cup qualification"
"1976-03-21,""Niamey, Niger"",Niger,Sierra Leone,2,1,FIFA World Cup qualification"
"1976-03-24,""Chorzów, Poland"",Poland,Argentina,1,2,Friendly"
"1976-03-24,""Wrexham, Wales"",Wales,England,1,2,Friendly"
"1976-03-26,""Doha, Qatar"",Qatar,Saudi Arabia,1,0,Gulf Cup (4th)"
"1976-03-27,""Doha, Qatar"",Iraq,Oman,4,0,Gulf Cup (4th)"
"1976-03-27,""Doha, Qatar"",Bahrain,United Arab Emirates,3,2,Gulf Cup (4th)"
"1976-03-27,""Budapest, Hungary"",Hungary,Argentina,2,0,Friendly"
"1976-03-28,""Doha, Qatar"",Qatar,Kuwait,0,4,Gulf Cup (4th)"
"1976-03-28,""Nouakchott, Mauritania"",Mauritania,Burkina Faso,0,2,FIFA World Cup qualification"
"1976-03-29,""Doha, Qatar"",Saudi Arabia,United Arab Emirates,2,0,Gulf Cup (4th)"
"1976-03-31,""Doha, Qatar"",Kuwait,Oman,8,0,Gulf Cup (4th)"
"1976-04-01,""Doha, Qatar"",Iraq,Saudi Arabia,7,1,Gulf Cup (4th)"
"1976-04-01,""Doha, Qatar"",Qatar,United Arab Emirates,3,1,Gulf Cup (4th)"
"1976-04-01,""Algiers, Algeria"",Algeria,Libya,1,0,FIFA World Cup qualification"
"1976-04-02,""Doha, Qatar"",Bahrain,Oman,1,0,Gulf Cup (4th)"
"1976-04-02,""Santo Domingo, Dominican Republic"",Dominican Republic,Haiti,0,3,FIFA World Cup qualification"
"1976-04-03,""Doha, Qatar"",Qatar,Iraq,0,0,Gulf Cup (4th)"
"1976-04-03,""Doha, Qatar"",Kuwait,United Arab Emirates,0,0,Gulf Cup (4th)"
"1976-04-04,""Panama City, Panama"",Panama,Costa Rica,3,2,FIFA World Cup qualification"
"1976-04-06,""Doha, Qatar"",Iraq,United Arab Emirates,4,0,Gulf Cup (4th)"
"1976-04-07,""Doha, Qatar"",Qatar,Oman,4,1,Gulf Cup (4th)"
"1976-04-07,""Asunción, Paraguay"",Paraguay,Brazil,1,1,Copa Oswaldo Cruz"
"1976-04-07,""Glasgow, Scotland"",Scotland,Switzerland,1,0,Friendly"
"1976-04-07,""Turin, Italy"",Italy,Portugal,3,1,Friendly"
"1976-04-08,""Doha, Qatar"",Bahrain,Saudi Arabia,2,1,Gulf Cup (4th)"
"1976-04-08,""Buenos Aires, Argentina"",Argentina,Uruguay,4,1,Copa Lipton"
"1976-04-10,""Doha, Qatar"",Qatar,Bahrain,3,0,Gulf Cup (4th)"
"1976-04-11,""Doha, Qatar"",Kuwait,Saudi Arabia,3,1,Gulf Cup (4th)"
"1976-04-16,""Tripoli, Libya"",Libya,Algeria,0,0,FIFA World Cup qualification"
"1976-04-17,""Port-au-Prince, Haiti"",Haiti,Dominican Republic,3,0,FIFA World Cup qualification"
"1976-04-17,""Banja Luka, Yugoslavia"",Yugoslavia,Hungary,0,0,Friendly"
"1976-04-24,""Madrid, Spain"",Spain,Germany,1,1,UEFA Euro qualification"
"1976-04-24,""Zagreb, Yugoslavia"",Yugoslavia,Wales,2,0,UEFA Euro qualification"
"1976-04-24,""Lens, France"",France,Poland,2,0,Friendly"
"1976-04-25,""Rotterdam, Netherlands"",Netherlands,Belgium,5,0,UEFA Euro qualification"
"1976-04-28,""Rio de Janeiro, Brazil"",Brazil,Uruguay,2,1,Copa Rio Branco"
"1976-04-28,""Buenos Aires, Argentina"",Argentina,Paraguay,2,2,Copa Félix Bogado"
"1976-04-28,""Vienna, Austria"",Austria,Sweden,1,0,Friendly"
"1976-04-30,""Lausanne, Switzerland"",Switzerland,Hungary,0,1,Friendly"
"1976-05-02,""Panama City, Panama"",Panama,El Salvador,1,1,FIFA World Cup qualification"
"1976-05-02,""Algiers, Algeria"",Algeria,Guinea,1,2,Friendly"
"1976-05-06,""Athens, Greece"",Greece,Poland,1,0,Friendly"
"1976-05-06,""Glasgow, Scotland"",Scotland,Wales,3,1,British Championship"
"1976-05-08,""Cardiff, Wales"",Wales,England,0,1,British Championship"
"1976-05-08,""Glasgow, Scotland"",Scotland,Northern Ireland,3,0,British Championship"
"1976-05-09,""Lusaka, Zambia"",Zambia,Malawi,4,0,FIFA World Cup qualification"
"1976-05-11,""Gothenburg, Sweden"",Sweden,Denmark,1,2,Friendly"
"1976-05-11,""Basel, Switzerland"",Switzerland,Poland,2,1,Friendly"
"1976-05-11,""London, England"",England,Northern Ireland,4,0,British Championship"
"1976-05-12,""Veliko Tărnovo, Bulgaria"",Bulgaria,Romania,1,0,Balkan Cup"
"1976-05-14,""Swansea, Wales"",Wales,Northern Ireland,1,0,British Championship"
"1976-05-15,""Glasgow, Scotland"",Scotland,England,2,1,British Championship"
"1976-05-19,""Rio de Janeiro, Brazil"",Brazil,Argentina,2,0,Copa Roca"
"1976-05-19,""Asunción, Paraguay"",Paraguay,Uruguay,1,0,Atlantic Cup"
"1976-05-19,""Kuopio, Finland"",Finland,Switzerland,1,0,Friendly"
"1976-05-19,""Oslo, Norway"",Norway,Iceland,0,1,Friendly"
"1976-05-22,""Munich, Germany FR"",Germany,Spain,2,0,UEFA Euro qualification"
"1976-05-22,""Cardiff, Wales"",Wales,Yugoslavia,1,1,UEFA Euro qualification"
"1976-05-22,""Brussels, Belgium"",Belgium,Netherlands,1,2,UEFA Euro qualification"
"1976-05-22,""Budapest, Hungary"",Hungary,France,1,0,Friendly"
"1976-05-23,""Limassol, Cyprus"",Cyprus,Denmark,1,5,FIFA World Cup qualification"
"1976-05-28,""New York, United States"",England,Italy,3,2,Friendly"
"1976-05-30,""Blantyre, Malawi"",Malawi,Zambia,0,1,FIFA World Cup qualification"
"1976-06-01,""Helsinki, Finland"",Finland,Sweden,0,2,Nordic Championship"
"1976-06-03,""Teheran, Iran"",Kuwait,Malaysia,2,0,AFC Asian Cup"
"1976-06-04,""Guadalajara, Mexico"",Mexico,Brazil,0,3,Friendly"
"1976-06-05,""Milan, Italy"",Italy,Romania,4,2,Friendly"
"1976-06-09,""Montevideo, Uruguay"",Uruguay,Argentina,0,3,Copa Newton"
"1976-06-09,""Rio de Janeiro, Brazil"",Brazil,Paraguay,3,1,Copa Oswaldo Cruz"
"1976-06-10,""Jakarta, Indonesia"",Indonesia,Malaysia,1,2,Indonesia Tournament"
"1976-06-12,""Budapest, Hungary"",Hungary,Austria,2,0,Friendly"
"1976-06-13,""Teheran, Iran"",Iran,Kuwait,1,0,AFC Asian Cup"
"1976-06-13,""Helsinki, Finland"",Finland,England,1,4,FIFA World Cup qualification"
"1976-06-16,""Solna, Sweden"",Sweden,Norway,2,0,FIFA World Cup qualification"
"1976-06-16,""Tórshavn, Faroe Islands"",Faroe Islands,Iceland,1,6,Friendly"
"1976-06-17,""Belgrade, Yugoslavia"",Yugoslavia,Germany,2,4,UEFA Euro"
"1976-06-19,""Zagreb, Yugoslavia"",Netherlands,Yugoslavia,3,2,UEFA Euro"
"1976-06-24,""Bergen, Norway"",Norway,Denmark,0,0,Nordic Championship"
"1976-06-29,""Mahé, Seychelles"",Réunion,Kenya,1,3,Friendly"
"1976-07-01,""Victoria, Seychelles"",Seychelles,Réunion,1,4,Friendly"
"1976-07-02,""Teheran, Iran"",Iran,Romania,2,2,Friendly"
"1976-07-02,""Saint-Pierre, Réunion"",Réunion,Mauritius,0,2,Friendly"
"1976-07-04,""Georgetown, Guyana"",Guyana,Suriname,2,0,FIFA World Cup qualification"
"1976-07-06,""Blantyre, Malawi"",Malawi,Kenya,1,0,Friendly"
"1976-07-08,""Zomba, Malawi"",Malawi,Sierra Leone,4,2,Friendly"
"1976-07-11,""San José, Costa Rica"",Costa Rica,Panama,3,0,FIFA World Cup qualification"
"1976-07-14,""Helsinki, Finland"",Finland,Iceland,1,0,Friendly"
"1976-08-11,""San Salvador, El Salvador"",El Salvador,Panama,4,1,FIFA World Cup qualification"
